max_altitude,rise_azimuth,set_azimuth,archived,experimental,year,station_lat,station_lng,station_alt,horizon,station_status,duration_seconds,hour_of_day,day_of_week,month,day_of_year,week_of_year,altitude_squared,altitude_log,hour_sin,hour_cos,month_sin,month_cos,abs_latitude,true_label,predicted_label,error_type
22.0,254.0,173.0,0,0,2025,52.342463,-1.290348,128,15,2,211.0,1,4,9,255,37,484.0,3.1354942159291497,0.2588190451025207,0.9659258262890684,-1.0,-1.8369701987210294e-16,52.342463,1.0,0.0,False Negative
89.0,164.0,345.0,1,0,2023,56.82,12.89,67,20,0,298.0,20,0,7,212,31,7921.0,4.499809670330265,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,56.82,0.0,1.0,False Positive
10.0,353.0,250.0,1,0,2024,47.449768,9.832987,727,20,0,576.0,0,1,4,100,15,100.0,2.3978952727983707,0.0,1.0,0.8660254037844387,-0.4999999999999998,47.449768,1.0,0.0,False Negative
65.0,20.0,182.0,1,0,2024,48.886,8.693,337,45,2,362.0,10,3,3,67,10,4225.0,4.189654742026425,0.4999999999999999,-0.8660254037844387,1.0,6.123233995736766e-17,48.886,0.0,1.0,False Positive
58.0,290.0,147.0,1,0,2022,40.164,-105.093,1626,0,2,239.0,19,4,12,364,52,3364.0,4.07753744390572,-0.9659258262890684,0.2588190451025203,-2.4492935982947064e-16,1.0,40.164,0.0,1.0,False Positive
35.0,126.0,36.0,1,0,2024,-19.861,-44.619,800,30,2,194.0,3,1,6,163,24,1225.0,3.58351893845611,0.7071067811865476,0.7071067811865476,1.2246467991473532e-16,-1.0,19.861,1.0,0.0,False Negative
43.0,43.0,167.0,1,0,2023,-27.492,153.069,29,20,2,316.0,12,5,9,259,37,1849.0,3.784189633918261,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210294e-16,27.492,0.0,1.0,False Positive
87.0,14.0,192.0,0,0,2025,43.229,-79.759,92,15,0,412.0,16,2,10,295,43,7569.0,4.477336814478207,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,43.229,1.0,0.0,False Negative
19.0,117.0,9.0,1,0,2023,50.485,4.885,185,6,0,422.0,8,4,10,300,43,361.0,2.995732273553991,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,50.485,1.0,0.0,False Negative
77.0,12.0,205.0,1,0,2022,56.82,12.89,67,20,0,344.0,14,4,10,280,40,5929.0,4.356708826689592,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,56.82,0.0,1.0,False Positive
72.0,295.0,99.0,1,0,2023,32.95,-96.84,196,20,2,272.0,7,0,4,100,15,5184.0,4.290459441148391,0.9659258262890684,-0.2588190451025206,0.8660254037844387,-0.4999999999999998,32.95,1.0,0.0,False Negative
13.0,356.0,248.0,1,0,2024,41.743,-111.807,1382,0,1,730.0,14,4,10,278,40,169.0,2.6390573296152584,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,41.743,0.0,1.0,False Positive
57.0,321.0,130.0,1,0,2022,48.886,8.693,337,3,0,904.0,9,4,1,28,4,3249.0,4.060443010546419,0.7071067811865476,-0.7071067811865475,0.4999999999999999,0.8660254037844387,48.886,0.0,1.0,False Positive
71.0,169.0,345.0,1,0,2023,54.48,-6.23,75,10,0,728.0,21,1,1,24,4,5041.0,4.276666119016055,-0.7071067811865477,0.7071067811865474,0.4999999999999999,0.8660254037844387,54.48,1.0,0.0,False Negative
13.0,242.0,296.0,1,0,2022,40.164,-105.093,1626,0,2,203.0,7,4,4,98,14,169.0,2.6390573296152584,0.9659258262890684,-0.2588190451025206,0.8660254037844387,-0.4999999999999998,40.164,0.0,1.0,False Positive
14.0,242.0,311.0,1,0,2022,63.854,20.208,35,10,2,261.0,1,2,11,327,47,196.0,2.70805020110221,0.2588190451025207,0.9659258262890684,-0.5000000000000004,0.8660254037844384,63.854,0.0,1.0,False Positive
32.0,348.0,232.0,1,0,2023,48.886,8.693,337,45,2,257.0,11,4,7,202,29,1024.0,3.49650756146648,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388,48.886,0.0,1.0,False Positive
40.0,359.0,216.0,0,0,2025,40.03241,-105.24567,1630,3,1,474.0,16,0,3,62,10,1600.0,3.713572066704308,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,40.03241,1.0,0.0,False Negative
20.0,95.0,26.0,0,0,2025,52.342463,-1.290348,128,15,2,224.0,18,6,4,117,17,400.0,3.044522437723423,-1.0,-1.8369701987210294e-16,0.8660254037844387,-0.4999999999999998,52.342463,1.0,0.0,False Negative
70.0,0.0,202.0,1,0,2024,-19.861,-44.619,800,30,2,202.0,9,5,6,153,22,4900.0,4.262679877041316,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,19.861,1.0,0.0,False Negative
64.0,13.0,207.0,1,0,2023,52.062,-2.062,50,5,0,898.0,14,1,5,136,20,4096.0,4.174387269895637,-0.4999999999999997,-0.8660254037844388,0.4999999999999999,-0.8660254037844387,52.062,0.0,1.0,False Positive
37.0,5.0,214.0,0,0,2024,46.258282,14.386951,460,0,0,696.0,10,1,11,331,48,1369.0,3.6375861597263857,0.4999999999999999,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,46.258282,1.0,0.0,False Negative
15.0,336.0,237.0,0,0,2025,20.650459,-103.399798,1610,20,2,421.0,6,1,7,182,27,225.0,2.772588722239781,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388,20.650459,0.0,1.0,False Positive
31.0,255.0,145.0,1,0,2023,48.886,8.693,337,45,2,320.0,13,3,10,299,43,961.0,3.4657359027997265,-0.2588190451025208,-0.9659258262890684,-0.8660254037844386,0.5000000000000001,48.886,0.0,1.0,False Positive
64.0,52.0,160.0,1,0,2024,63.854,20.208,35,10,2,191.0,21,6,9,252,36,4096.0,4.174387269895637,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210294e-16,63.854,0.0,1.0,False Positive
12.0,280.0,2.0,1,0,2024,37.042,35.36,65,5,0,488.0,3,5,7,195,28,144.0,2.5649493574615367,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388,37.042,1.0,0.0,False Negative
59.0,175.0,344.0,0,0,2025,30.179,-92.054,11,21,0,751.0,7,6,7,208,30,3481.0,4.0943445622221,0.9659258262890684,-0.2588190451025206,-0.4999999999999997,-0.8660254037844388,30.179,0.0,1.0,False Positive
58.0,249.0,92.0,0,0,2025,49.977285,8.231502,100,10,2,592.0,11,3,5,121,18,3364.0,4.07753744390572,0.258819045102521,-0.9659258262890682,0.4999999999999999,-0.8660254037844387,49.977285,0.0,1.0,False Positive
87.0,162.0,346.0,1,0,2023,56.82,12.89,67,20,0,295.0,9,1,12,346,50,7569.0,4.477336814478207,0.7071067811865476,-0.7071067811865475,-2.4492935982947064e-16,1.0,56.82,0.0,1.0,False Positive
39.0,183.0,340.0,1,0,2024,39.183,-1.783,625,58,0,674.0,22,1,9,268,39,1521.0,3.688879454113936,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210294e-16,39.183,0.0,1.0,False Positive
88.0,309.0,134.0,1,0,2024,63.854,20.208,35,10,2,195.0,3,0,4,99,15,7744.0,4.48863636973214,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998,63.854,0.0,1.0,False Positive
14.0,200.0,329.0,0,0,2025,43.3804059,-3.8537428,10,0,2,427.0,23,1,11,308,45,196.0,2.70805020110221,-0.2588190451025215,0.965925826289068,-0.5000000000000004,0.8660254037844384,43.3804059,0.0,1.0,False Positive
15.0,107.0,39.0,0,0,2025,21.293447,-157.828401,50,10,0,274.0,11,2,3,85,13,225.0,2.772588722239781,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,21.293447,0.0,1.0,False Positive
89.0,165.0,346.0,0,0,2025,49.2169371,7.01402,224,10,0,444.0,2,3,6,156,23,7921.0,4.499809670330265,0.4999999999999999,0.8660254037844387,1.2246467991473532e-16,-1.0,49.2169371,0.0,1.0,False Positive
24.0,1.0,231.0,1,0,2024,42.019,0.7444,755,15,1,824.0,6,0,4,92,14,576.0,3.218875824868201,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,42.019,0.0,1.0,False Positive
86.0,12.0,194.0,0,0,2025,-38.28,-57.854,10,20,2,362.0,3,1,7,210,31,7396.0,4.465908118654584,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388,38.28,0.0,1.0,False Positive
72.0,266.0,83.0,0,0,2024,50.7636,6.12531,210,10,2,537.0,2,2,10,304,44,5184.0,4.290459441148391,0.4999999999999999,0.8660254037844387,-0.8660254037844386,0.5000000000000001,50.7636,1.0,0.0,False Negative
43.0,181.0,342.0,0,0,2025,49.143329,19.489134,598,3,0,696.0,8,6,3,89,13,1849.0,3.784189633918261,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,49.143329,1.0,0.0,False Negative
41.0,139.0,7.0,1,0,2024,42.687,23.307,630,15,2,324.0,5,3,9,256,37,1681.0,3.737669618283368,0.9659258262890684,0.2588190451025207,-1.0,-1.8369701987210294e-16,42.687,0.0,1.0,False Positive
17.0,210.0,320.0,1,0,2024,53.91,27.09,280,0,2,362.0,9,0,6,176,26,289.0,2.8903717578961645,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,53.91,0.0,1.0,False Positive
72.0,173.0,344.0,0,1,2025,41.487,2.171,40,15,0,440.0,20,6,6,152,22,5184.0,4.290459441148391,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,41.487,1.0,0.0,False Negative
16.0,124.0,4.0,0,0,2024,47.917,19.895,954,0,2,585.0,5,3,11,319,46,256.0,2.833213344056216,0.9659258262890684,0.2588190451025207,-0.5000000000000004,0.8660254037844384,47.917,1.0,0.0,False Negative
70.0,11.0,201.0,1,0,2023,50.294,18.682,244,10,0,709.0,9,4,12,335,48,4900.0,4.262679877041316,0.7071067811865476,-0.7071067811865475,-2.4492935982947064e-16,1.0,50.294,0.0,1.0,False Positive
17.0,275.0,45.0,1,0,2024,39.949,32.901,893,5,2,558.0,8,6,6,161,23,289.0,2.8903717578961645,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,39.949,1.0,0.0,False Negative
34.0,191.0,335.0,0,0,2025,50.359,30.388,200,5,2,527.0,19,6,9,257,37,1156.0,3.555348061489413,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210294e-16,50.359,0.0,1.0,False Positive
29.0,145.0,3.0,1,0,2022,30.05973,-99.15139,500,1,2,653.0,7,2,2,47,7,841.0,3.4011973816621555,0.9659258262890684,-0.2588190451025206,0.8660254037844386,0.5000000000000001,30.05973,0.0,1.0,False Positive
24.0,23.0,165.0,1,0,2023,50.849058,2.898784,30,10,2,685.0,12,1,7,185,27,576.0,3.218875824868201,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388,50.849058,1.0,0.0,False Negative
14.0,190.0,62.0,0,0,2025,21.293447,-157.828401,50,10,0,453.0,21,1,3,84,13,196.0,2.70805020110221,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,21.293447,0.0,1.0,False Positive
45.0,358.0,212.0,1,0,2023,35.698,-105.964,2194,90,0,423.0,16,3,9,264,38,2025.0,3.828641396489095,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210294e-16,35.698,1.0,0.0,False Negative
48.0,150.0,351.0,1,0,2023,51.242,-0.751,100,14,0,750.0,14,4,1,27,4,2304.0,3.8918202981106265,-0.4999999999999997,-0.8660254037844388,0.4999999999999999,0.8660254037844387,51.242,0.0,1.0,False Positive
69.0,156.0,357.0,0,0,2025,35.011,137.077,25,16,2,337.0,15,6,9,264,38,4761.0,4.248495242049359,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210294e-16,35.011,1.0,0.0,False Negative
56.0,156.0,359.0,1,0,2022,24.23321,120.9417,30,10,0,443.0,15,3,12,335,48,3136.0,4.04305126783455,-0.7071067811865471,-0.7071067811865479,-2.4492935982947064e-16,1.0,24.23321,0.0,1.0,False Positive
12.0,233.0,319.0,1,0,2023,51.243,-0.589,62,0,1,502.0,7,3,2,40,6,144.0,2.5649493574615367,0.9659258262890684,-0.2588190451025206,0.8660254037844386,0.5000000000000001,51.243,0.0,1.0,False Positive
21.0,137.0,11.0,1,0,2023,35.797,139.483,65,5,0,331.0,13,0,11,310,45,441.0,3.091042453358316,-0.2588190451025208,-0.9659258262890684,-0.5000000000000004,0.8660254037844384,35.797,1.0,0.0,False Negative
74.0,280.0,97.0,1,0,2024,50.294,18.682,244,10,0,651.0,23,5,9,251,36,5476.0,4.31748811353631,-0.2588190451025215,0.965925826289068,-1.0,-1.8369701987210294e-16,50.294,1.0,0.0,False Negative
18.0,199.0,328.0,0,0,2024,28.06,-80.62,7,10,0,609.0,14,1,11,324,47,324.0,2.9444389791664403,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,28.06,1.0,0.0,False Negative
26.0,1.0,227.0,0,0,2025,38.03960606459199,23.79750602160133,239,10,1,873.0,6,2,7,190,28,676.0,3.295836866004329,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388,38.03960606459199,0.0,1.0,False Positive
62.0,194.0,320.0,0,0,2024,63.854,20.208,35,10,2,180.0,16,5,12,363,52,3844.0,4.143134726391533,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,63.854,0.0,1.0,False Positive
31.0,105.0,72.0,1,0,2022,30.05973,-99.15139,500,1,2,720.0,2,5,11,330,47,961.0,3.4657359027997265,0.4999999999999999,0.8660254037844387,-0.5000000000000004,0.8660254037844384,30.05973,0.0,1.0,False Positive
2.0,71.0,122.0,1,0,2024,13.1458,77.5417,900,5,2,284.0,13,1,7,198,29,4.0,1.0986122886681098,-0.2588190451025208,-0.9659258262890684,-0.4999999999999997,-0.8660254037844388,13.1458,1.0,0.0,False Negative
78.0,10.0,198.0,1,0,2022,40.0091,-105.247,20,0,0,458.0,15,2,2,54,8,6084.0,4.3694478524670215,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,40.0091,0.0,1.0,False Positive
63.0,4.0,174.0,1,0,2022,42.09,1.859,625,15,0,1125.0,1,6,9,254,36,3969.0,4.158883083359672,0.2588190451025207,0.9659258262890684,-1.0,-1.8369701987210294e-16,42.09,0.0,1.0,False Positive
61.0,154.0,349.0,1,0,2022,48.886,8.693,337,45,2,792.0,7,2,9,250,36,3721.0,4.127134385045092,0.9659258262890684,-0.2588190451025206,-1.0,-1.8369701987210294e-16,48.886,0.0,1.0,False Positive
89.0,12.0,192.0,0,0,2025,-34.747,-58.333,10,35,2,181.0,1,4,4,115,17,7921.0,4.499809670330265,0.2588190451025207,0.9659258262890684,0.8660254037844387,-0.4999999999999998,34.747,0.0,1.0,False Positive
64.0,174.0,345.0,0,0,2025,33.131,-96.673,213,0,0,697.0,5,5,2,53,8,4096.0,4.174387269895637,0.9659258262890684,0.2588190451025207,0.8660254037844386,0.5000000000000001,33.131,1.0,0.0,False Negative
26.0,151.0,77.0,1,0,2023,42.687,23.307,630,15,2,200.0,5,3,10,299,43,676.0,3.295836866004329,0.9659258262890684,0.2588190451025207,-0.8660254037844386,0.5000000000000001,42.687,0.0,1.0,False Positive
64.0,330.0,162.0,1,0,2023,24.894,121.274,180,0,2,781.0,1,4,9,272,39,4096.0,4.174387269895637,0.2588190451025207,0.9659258262890684,-1.0,-1.8369701987210294e-16,24.894,1.0,0.0,False Negative
20.0,0.0,230.0,0,0,2025,49.120108,18.325704,300,5,2,628.0,3,1,7,210,31,400.0,3.044522437723423,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388,49.120108,0.0,1.0,False Positive
33.0,21.0,173.0,1,0,2023,42.687,23.307,630,15,2,730.0,7,3,6,180,26,1089.0,3.5263605246161616,0.9659258262890684,-0.2588190451025206,1.2246467991473532e-16,-1.0,42.687,0.0,1.0,False Positive
84.0,15.0,193.0,0,0,2025,49.2169371,7.01402,224,10,0,484.0,1,4,7,185,27,7056.0,4.442651256490317,0.2588190451025207,0.9659258262890684,-0.4999999999999997,-0.8660254037844388,49.2169371,0.0,1.0,False Positive
59.0,8.0,202.0,0,0,2024,42.408,-83.441,240,10,1,677.0,2,2,11,332,48,3481.0,4.0943445622221,0.4999999999999999,0.8660254037844387,-0.5000000000000004,0.8660254037844384,42.408,0.0,1.0,False Positive
22.0,336.0,82.0,1,0,2024,37.103,-121.634,110,10,2,323.0,5,5,3,83,12,484.0,3.1354942159291497,0.9659258262890684,0.2588190451025207,1.0,6.123233995736766e-17,37.103,1.0,0.0,False Negative
31.0,23.0,172.0,0,0,2025,32.2885,-111.868,331,10,1,658.0,10,5,8,228,33,961.0,3.4657359027997265,0.4999999999999999,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004,32.2885,0.0,1.0,False Positive
10.0,109.0,9.0,1,0,2024,47.917,19.895,954,0,2,519.0,5,3,12,340,49,100.0,2.3978952727983707,0.9659258262890684,0.2588190451025207,-2.4492935982947064e-16,1.0,47.917,1.0,0.0,False Negative
21.0,197.0,334.0,1,0,2024,42.019,0.7444,755,15,1,657.0,22,6,7,196,28,441.0,3.091042453358316,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388,42.019,0.0,1.0,False Positive
6.0,86.0,15.0,0,0,2025,52.0,4.2,13,1,2,374.0,19,3,5,128,19,36.0,1.9459101490553128,-0.9659258262890684,0.2588190451025203,0.4999999999999999,-0.8660254037844387,52.0,1.0,0.0,False Negative
53.0,4.0,200.0,0,0,2025,13.1458,77.5417,900,5,2,686.0,17,2,8,218,32,2809.0,3.9889840465642745,-0.9659258262890684,-0.2588190451025206,-0.8660254037844385,-0.5000000000000004,13.1458,1.0,0.0,False Negative
13.0,64.0,120.0,0,0,2025,39.958,32.8362,851,10,2,199.0,7,4,8,241,35,169.0,2.6390573296152584,0.9659258262890684,-0.2588190451025206,-0.8660254037844385,-0.5000000000000004,39.958,0.0,1.0,False Positive
60.0,21.0,181.0,1,0,2023,30.05973,-99.15139,500,10,0,646.0,13,1,5,129,19,3600.0,4.110873864173311,-0.2588190451025208,-0.9659258262890684,0.4999999999999999,-0.8660254037844387,30.05973,0.0,1.0,False Positive
28.0,273.0,149.0,1,0,2024,59.453,17.89,7,7,2,589.0,10,2,8,227,33,784.0,3.367295829986474,0.4999999999999999,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004,59.453,1.0,0.0,False Negative
70.0,353.0,160.0,0,0,2025,49.2169371,7.01402,224,10,0,962.0,4,6,7,194,28,4900.0,4.262679877041316,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,49.2169371,0.0,1.0,False Positive
48.0,147.0,358.0,1,0,2023,45.315173,-73.749788,60,10,0,445.0,5,3,7,187,27,2304.0,3.8918202981106265,0.9659258262890684,0.2588190451025207,-0.4999999999999997,-0.8660254037844388,45.315173,1.0,0.0,False Negative
48.0,324.0,92.0,1,0,2022,40.0091,-105.247,20,0,0,227.0,20,6,12,359,51,2304.0,3.8918202981106265,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,40.0091,0.0,1.0,False Positive
47.0,157.0,2.0,1,0,2022,-3.708,128.193,10,6,0,529.0,2,5,4,106,15,2209.0,3.871201010907891,0.4999999999999999,0.8660254037844387,0.8660254037844387,-0.4999999999999998,3.708,1.0,0.0,False Negative
73.0,262.0,70.0,0,0,2025,42.687,23.307,630,15,2,425.0,1,5,1,11,2,5329.0,4.30406509320417,0.2588190451025207,0.9659258262890684,0.4999999999999999,0.8660254037844387,42.687,0.0,1.0,False Positive
50.0,139.0,352.0,0,0,2024,53.1094,6.1076,6,10,0,627.0,16,0,12,365,1,2500.0,3.9318256327243257,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,53.1094,0.0,1.0,False Positive
47.0,151.0,352.0,1,0,2024,51.25,22.5,200,30,2,674.0,5,4,11,313,45,2209.0,3.871201010907891,0.9659258262890684,0.2588190451025207,-0.5000000000000004,0.8660254037844384,51.25,0.0,1.0,False Positive
41.0,182.0,341.0,0,0,2025,47.917,19.895,954,0,2,682.0,13,1,8,231,34,1681.0,3.737669618283368,-0.2588190451025208,-0.9659258262890684,-0.8660254037844385,-0.5000000000000004,47.917,1.0,0.0,False Negative
87.0,12.0,180.0,1,0,2024,38.697,-77.805,181,10,2,319.0,14,1,1,2,1,7569.0,4.477336814478207,-0.4999999999999997,-0.8660254037844388,0.4999999999999999,0.8660254037844387,38.697,1.0,0.0,False Negative
14.0,39.0,140.0,1,0,2023,48.0468,11.6581,583,5,1,374.0,3,6,9,260,37,196.0,2.70805020110221,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210294e-16,48.0468,0.0,1.0,False Positive
62.0,284.0,118.0,0,0,2025,52.66129,1.3232,30,4,2,716.0,5,2,10,288,42,3844.0,4.143134726391533,0.9659258262890684,0.2588190451025207,-0.8660254037844386,0.5000000000000001,52.66129,0.0,1.0,False Positive
8.0,279.0,28.0,1,0,2023,51.794264,14.967388,95,0,0,379.0,22,1,12,360,52,64.0,2.19722457733622,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,51.794264,0.0,1.0,False Positive
37.0,216.0,7.0,0,0,2025,-6.235,106.793,25,5,1,789.0,23,3,5,142,21,1369.0,3.6375861597263857,-0.2588190451025215,0.965925826289068,0.4999999999999999,-0.8660254037844387,6.235,1.0,0.0,False Negative
23.0,214.0,323.0,1,0,2023,64.7941,-147.536,147,7,2,381.0,5,6,12,344,49,529.0,3.1780538303479458,0.9659258262890684,0.2588190451025207,-2.4492935982947064e-16,1.0,64.7941,0.0,1.0,False Positive
76.0,312.0,137.0,0,0,2025,-31.52,-64.464,674,5,0,520.0,9,3,5,135,20,5776.0,4.343805421853684,0.7071067811865476,-0.7071067811865475,0.4999999999999999,-0.8660254037844387,31.52,1.0,0.0,False Negative
33.0,157.0,355.0,1,0,2024,40.164,-105.093,1626,0,2,316.0,10,6,4,105,15,1089.0,3.5263605246161616,0.4999999999999999,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,40.164,0.0,1.0,False Positive
36.0,148.0,358.0,0,0,2025,39.844,32.779,1256,10,2,680.0,19,0,2,48,8,1296.0,3.610917912644224,-0.9659258262890684,0.2588190451025203,0.8660254037844386,0.5000000000000001,39.844,0.0,1.0,False Positive
78.0,324.0,162.0,0,0,2025,-19.861,-44.619,800,30,2,217.0,15,3,5,121,18,6084.0,4.3694478524670215,-0.7071067811865471,-0.7071067811865479,0.4999999999999999,-0.8660254037844387,19.861,1.0,0.0,False Negative
74.0,16.0,187.0,1,0,2022,36.393,127.405,103,0,0,486.0,14,4,4,105,15,5476.0,4.31748811353631,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998,36.393,1.0,0.0,False Negative
76.0,6.0,175.0,1,0,2021,30.05973,-99.15139,500,3,2,1800.0,9,5,12,352,50,5776.0,4.343805421853684,0.7071067811865476,-0.7071067811865475,-2.4492935982947064e-16,1.0,30.05973,0.0,1.0,False Positive
62.0,163.0,74.0,0,0,2025,40.164,-105.093,1626,0,2,180.0,11,3,7,198,29,3844.0,4.143134726391533,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388,40.164,0.0,1.0,False Positive
5.0,101.0,23.0,1,0,2023,40.164,-105.093,1626,0,2,423.0,15,3,12,348,50,25.0,1.791759469228055,-0.7071067811865471,-0.7071067811865479,-2.4492935982947064e-16,1.0,40.164,0.0,1.0,False Positive
36.0,27.0,161.0,1,0,2022,63.854,20.208,35,10,2,598.0,7,3,10,286,41,1296.0,3.610917912644224,0.9659258262890684,-0.2588190451025206,-0.8660254037844386,0.5000000000000001,63.854,0.0,1.0,False Positive
4.0,82.0,13.0,1,0,2024,52.465,-2.603,390,0,2,386.0,5,2,11,318,46,16.0,1.6094379124341005,0.9659258262890684,0.2588190451025207,-0.5000000000000004,0.8660254037844384,52.465,0.0,1.0,False Positive
85.0,311.0,131.0,0,0,2025,52.132,-10.447,70,0,2,746.0,15,6,6,180,26,7225.0,4.454347296253507,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,52.132,1.0,0.0,False Negative
36.0,279.0,153.0,0,0,2024,46.52,6.565,411,15,0,267.0,6,1,10,303,44,1296.0,3.610917912644224,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,46.52,0.0,1.0,False Positive
21.0,184.0,82.0,1,0,2022,40.569,-105.226,1865,15,0,308.0,6,6,9,247,35,441.0,3.091042453358316,1.0,6.123233995736766e-17,-1.0,-1.8369701987210294e-16,40.569,0.0,1.0,False Positive
76.0,230.0,43.0,0,0,2025,49.2169371,7.01402,224,10,0,482.0,7,6,4,103,15,5776.0,4.343805421853684,0.9659258262890684,-0.2588190451025206,0.8660254037844387,-0.4999999999999998,49.2169371,0.0,1.0,False Positive
46.0,301.0,140.0,1,0,2023,42.019,0.7444,755,15,1,661.0,5,2,3,67,10,2116.0,3.8501476017100575,0.9659258262890684,0.2588190451025207,1.0,6.123233995736766e-17,42.019,0.0,1.0,False Positive
34.0,24.0,175.0,1,0,2023,13.8422302,100.8554904,50,10,2,718.0,10,5,5,147,21,1156.0,3.555348061489413,0.4999999999999999,-0.8660254037844387,0.4999999999999999,-0.8660254037844387,13.8422302,0.0,1.0,False Positive
3.0,257.0,312.0,1,0,2024,53.91,27.09,280,0,2,334.0,10,0,3,71,11,9.0,1.3862943611198906,0.4999999999999999,-0.8660254037844387,1.0,6.123233995736766e-17,53.91,0.0,1.0,False Positive
84.0,266.0,86.0,1,0,2023,51.39867,4.76656,15,0,0,605.0,5,5,2,56,8,7056.0,4.442651256490317,0.9659258262890684,0.2588190451025207,0.8660254037844386,0.5000000000000001,51.39867,1.0,0.0,False Negative
72.0,174.0,339.0,1,0,2023,56.82,12.89,67,20,0,300.0,20,3,12,348,50,5184.0,4.290459441148391,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,56.82,0.0,1.0,False Positive
19.0,221.0,312.0,0,0,2025,39.5856507,32.6616518,1080,10,2,394.0,11,3,10,282,41,361.0,2.995732273553991,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001,39.5856507,0.0,1.0,False Positive
20.0,282.0,42.0,1,1,2024,40.968,-5.668,800,5,1,444.0,19,1,3,79,12,400.0,3.044522437723423,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,40.968,1.0,0.0,False Negative
83.0,22.0,193.0,1,0,2023,63.854,20.208,35,0,2,180.0,10,0,10,289,42,6889.0,4.430816798843313,0.4999999999999999,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,63.854,0.0,1.0,False Positive
50.0,269.0,78.0,1,0,2022,49.724,13.349,385,8,0,509.0,11,1,4,95,14,2500.0,3.9318256327243257,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998,49.724,1.0,0.0,False Negative
56.0,125.0,4.0,0,0,2025,63.854,20.208,35,10,2,180.0,4,0,8,230,34,3136.0,4.04305126783455,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,63.854,0.0,1.0,False Positive
81.0,155.0,344.0,1,0,2022,63.854,20.208,35,10,2,316.0,8,6,6,163,23,6561.0,4.406719247264253,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,63.854,0.0,1.0,False Positive
