max_altitude,rise_azimuth,set_azimuth,archived,experimental,year,station_lat,station_lng,station_alt,horizon,station_status,duration_seconds,hour_of_day,day_of_week,month,day_of_year,week_of_year,altitude_squared,altitude_log,hour_sin,hour_cos,month_sin,month_cos,abs_latitude,true_label,predicted_label,error_type
24.0,139.0,4.0,0,0,2025,33.6037,-88.6476,68,0,0,701.0,3,1,1,21,4,576.0,3.218875824868201,0.7071067811865476,0.7071067811865476,0.4999999999999999,0.8660254037844387,33.6037,1.0,0.0,False Negative
31.0,188.0,338.0,0,0,2025,38.8246,-77.14037,265,10,2,677.0,4,1,1,28,5,961.0,3.4657359027997265,0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387,38.8246,1.0,0.0,False Negative
39.0,183.0,341.0,1,0,2023,57.014,9.986,20,0,1,704.0,21,2,6,179,26,1521.0,3.688879454113936,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,57.014,1.0,0.0,False Negative
80.0,151.0,353.0,1,0,2023,51.034,17.131,120,45,0,199.0,18,1,4,101,15,6400.0,4.394449154672439,-1.0,-1.8369701987210294e-16,0.8660254037844387,-0.4999999999999998,51.034,0.0,1.0,False Positive
25.0,8.0,231.0,0,0,2025,56.857,24.709,45,5,2,655.0,10,5,2,53,8,625.0,3.258096538021482,0.4999999999999999,-0.8660254037844387,0.8660254037844386,0.5000000000000001,56.857,1.0,0.0,False Negative
14.0,207.0,143.0,1,0,2024,13.8422302,100.8554904,50,10,2,244.0,16,6,4,98,14,196.0,2.70805020110221,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,13.8422302,0.0,1.0,False Positive
69.0,278.0,108.0,1,0,2023,52.062,-2.062,50,5,0,668.0,15,3,10,278,40,4761.0,4.248495242049359,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,52.062,0.0,1.0,False Positive
63.0,316.0,160.0,1,0,2023,-27.492,153.069,29,20,2,272.0,8,5,9,259,37,3969.0,4.158883083359672,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210294e-16,27.492,0.0,1.0,False Positive
47.0,317.0,211.0,1,0,2024,53.91,27.09,280,0,2,265.0,22,4,7,194,28,2209.0,3.871201010907891,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388,53.91,0.0,1.0,False Positive
52.0,41.0,81.0,1,0,2023,63.854,20.208,35,10,2,305.0,22,0,11,317,46,2704.0,3.970291913552122,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,63.854,0.0,1.0,False Positive
17.0,123.0,7.0,1,0,2023,48.886,8.693,337,3,0,458.0,16,4,11,307,44,289.0,2.8903717578961645,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,48.886,0.0,1.0,False Positive
26.0,205.0,323.0,1,0,2023,28.152591,-16.728621,915,10,2,373.0,22,5,5,126,18,676.0,3.295836866004329,-0.5000000000000004,0.8660254037844384,0.4999999999999999,-0.8660254037844387,28.152591,1.0,0.0,False Negative
48.0,17.0,181.0,1,0,2023,49.2233,9.3814,200,0,2,689.0,8,0,11,310,45,2304.0,3.8918202981106265,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,49.2233,1.0,0.0,False Negative
22.0,129.0,27.0,0,0,2025,2.811185,-60.680964,9,15,1,356.0,19,1,6,168,25,484.0,3.1354942159291497,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,2.811185,0.0,1.0,False Positive
11.0,318.0,281.0,0,1,2024,40.009,-105.248,1626,10,0,184.0,23,6,12,336,48,121.0,2.4849066497880004,-0.2588190451025215,0.965925826289068,-2.4492935982947064e-16,1.0,40.009,1.0,0.0,False Negative
35.0,29.0,165.0,0,0,2025,49.977285,8.231502,100,10,2,425.0,8,2,4,120,18,1225.0,3.58351893845611,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,49.977285,0.0,1.0,False Positive
77.0,159.0,349.0,1,0,2022,53.1094,6.1076,6,10,2,467.0,20,1,1,25,4,5929.0,4.356708826689592,-0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387,53.1094,0.0,1.0,False Positive
48.0,29.0,171.0,1,0,2023,48.886,8.693,337,45,2,449.0,20,1,9,269,39,2304.0,3.8918202981106265,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210294e-16,48.886,0.0,1.0,False Positive
86.0,312.0,133.0,1,0,2023,-34.85,150.6,35,10,2,376.0,4,6,2,57,8,7396.0,4.465908118654584,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,34.85,1.0,0.0,False Negative
12.0,142.0,33.0,0,0,2025,-34.743,148.84,565,5,1,617.0,12,0,1,27,5,144.0,2.5649493574615367,1.2246467991473532e-16,-1.0,0.4999999999999999,0.8660254037844387,34.743,1.0,0.0,False Negative
56.0,156.0,352.0,0,0,2025,50.359,30.388,200,5,2,379.0,20,2,3,85,13,3136.0,4.04305126783455,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,50.359,0.0,1.0,False Positive
15.0,119.0,1.0,1,0,2024,51.594,4.923,12,0,2,590.0,20,4,9,250,36,225.0,2.772588722239781,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210294e-16,51.594,1.0,0.0,False Negative
83.0,168.0,345.0,1,0,2022,53.68847,9.81196,4,10,0,437.0,21,5,8,232,33,6889.0,4.430816798843313,-0.7071067811865477,0.7071067811865474,-0.8660254037844385,-0.5000000000000004,53.68847,0.0,1.0,False Positive
69.0,159.0,350.0,0,0,2025,48.98756,12.05716,430,15,2,701.0,23,4,8,220,32,4761.0,4.248495242049359,-0.2588190451025215,0.965925826289068,-0.8660254037844385,-0.5000000000000004,48.98756,0.0,1.0,False Positive
29.0,190.0,337.0,0,0,2025,37.7423198,-25.5565093,80,0,2,676.0,0,0,2,55,9,841.0,3.4011973816621555,0.0,1.0,0.8660254037844386,0.5000000000000001,37.7423198,1.0,0.0,False Negative
36.0,253.0,29.0,0,0,2025,49.2169371,7.01402,224,10,0,509.0,16,1,7,182,27,1296.0,3.610917912644224,-0.8660254037844385,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388,49.2169371,0.0,1.0,False Positive
48.0,23.0,176.0,1,0,2024,37.103,-121.634,110,10,2,403.0,6,3,7,207,30,2304.0,3.8918202981106265,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388,37.103,1.0,0.0,False Negative
27.0,202.0,300.0,0,0,2025,49.2169371,7.01402,224,10,0,300.0,10,1,10,287,42,729.0,3.332204510175204,0.4999999999999999,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,49.2169371,0.0,1.0,False Positive
18.0,28.0,157.0,1,0,2024,45.289,-93.747,325,10,2,607.0,2,0,12,344,50,324.0,2.9444389791664403,0.4999999999999999,0.8660254037844387,-2.4492935982947064e-16,1.0,45.289,1.0,0.0,False Negative
90.0,165.0,347.0,1,0,2024,50.849058,2.898784,30,10,2,438.0,6,2,8,234,34,8100.0,4.51085950651685,1.0,6.123233995736766e-17,-0.8660254037844385,-0.5000000000000004,50.849058,1.0,0.0,False Negative
63.0,131.0,358.0,1,0,2024,63.854,20.208,35,10,2,180.0,23,4,9,250,36,3969.0,4.158883083359672,-0.2588190451025215,0.965925826289068,-1.0,-1.8369701987210294e-16,63.854,0.0,1.0,False Positive
42.0,34.0,123.0,1,0,2024,64.7941,-147.536,147,7,2,180.0,20,1,8,219,32,1764.0,3.7612001156935615,-0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,64.7941,0.0,1.0,False Positive
74.0,170.0,342.0,1,0,2025,55.575928,37.142732,179,10,1,370.0,1,3,5,142,21,5476.0,4.31748811353631,0.2588190451025207,0.9659258262890684,0.4999999999999999,-0.8660254037844387,55.575928,0.0,1.0,False Positive
21.0,135.0,16.0,1,0,2024,19.415,-154.892,15,5,2,458.0,0,0,4,113,17,441.0,3.091042453358316,0.0,1.0,0.8660254037844387,-0.4999999999999998,19.415,0.0,1.0,False Positive
85.0,166.0,350.0,1,0,2024,29.308892,48.018918,55,20,2,251.0,22,0,8,232,34,7225.0,4.454347296253507,-0.5000000000000004,0.8660254037844384,-0.8660254037844385,-0.5000000000000004,29.308892,1.0,0.0,False Negative
81.0,169.0,335.0,1,0,2024,63.854,20.208,35,10,2,180.0,23,3,9,249,36,6561.0,4.406719247264253,-0.2588190451025215,0.965925826289068,-1.0,-1.8369701987210294e-16,63.854,0.0,1.0,False Positive
26.0,73.0,145.0,1,0,2023,-38.28,-57.854,10,20,2,181.0,16,5,9,245,35,676.0,3.295836866004329,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210294e-16,38.28,0.0,1.0,False Positive
81.0,252.0,71.0,1,0,2024,48.886,8.693,337,45,2,654.0,8,3,12,347,50,6561.0,4.406719247264253,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,48.886,0.0,1.0,False Positive
85.0,167.0,345.0,1,0,2023,38.605,-89.888,172,10,0,640.0,2,4,7,188,27,7225.0,4.454347296253507,0.4999999999999999,0.8660254037844387,-0.4999999999999997,-0.8660254037844388,38.605,1.0,0.0,False Negative
17.0,213.0,331.0,0,0,2025,49.2233,9.3814,200,0,2,806.0,22,1,8,231,34,289.0,2.8903717578961645,-0.5000000000000004,0.8660254037844384,-0.8660254037844385,-0.5000000000000004,49.2233,0.0,1.0,False Positive
66.0,38.0,174.0,1,0,2024,63.854,20.208,35,20,0,180.0,4,1,8,233,34,4356.0,4.204692619390966,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,63.854,1.0,0.0,False Negative
7.0,233.0,321.0,0,0,2024,52.74,-6.89,159,10,2,468.0,10,6,12,336,48,49.0,2.079441541679836,0.4999999999999999,-0.8660254037844387,-2.4492935982947064e-16,1.0,52.74,0.0,1.0,False Positive
89.0,308.0,129.0,1,0,2023,39.218626,-76.079156,20,5,1,670.0,9,3,5,131,19,7921.0,4.499809670330265,0.7071067811865476,-0.7071067811865475,0.4999999999999999,-0.8660254037844387,39.218626,1.0,0.0,False Negative
62.0,151.0,346.0,1,0,2023,59.22,18.179,36,10,2,740.0,19,4,10,300,43,3844.0,4.143134726391533,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001,59.22,0.0,1.0,False Positive
4.0,85.0,12.0,1,1,2023,51.244,-0.588,55,0,1,419.0,18,1,7,192,28,16.0,1.6094379124341005,-1.0,-1.8369701987210294e-16,-0.4999999999999997,-0.8660254037844388,51.244,0.0,1.0,False Positive
79.0,168.0,346.0,1,0,2023,42.019,0.7444,755,15,1,817.0,9,3,3,68,10,6241.0,4.382026634673881,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,42.019,0.0,1.0,False Positive
36.0,1.0,210.0,0,0,2025,32.23,-96.07,30,10,0,675.0,20,0,8,216,32,1296.0,3.610917912644224,-0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,32.23,0.0,1.0,False Positive
55.0,16.0,184.0,0,0,2025,48.534,9.07,400,3,1,696.0,12,4,7,206,30,3025.0,4.02535169073515,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388,48.534,1.0,0.0,False Negative
38.0,33.0,162.0,0,0,2025,52.342463,-1.290348,128,15,2,331.0,9,4,9,255,37,1444.0,3.6635616461296463,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210294e-16,52.342463,1.0,0.0,False Negative
75.0,306.0,133.0,1,0,2023,39.716,-75.21,10,5,0,669.0,13,6,4,120,17,5625.0,4.330733340286331,-0.2588190451025208,-0.9659258262890684,0.8660254037844387,-0.4999999999999998,39.716,0.0,1.0,False Positive
35.0,134.0,29.0,1,0,2023,-27.492,153.069,29,20,2,321.0,14,5,12,336,48,1225.0,3.58351893845611,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,27.492,0.0,1.0,False Positive
6.0,277.0,194.0,0,0,2024,39.18932968665389,-96.58303544419022,325,15,1,427.0,15,6,12,364,52,36.0,1.9459101490553128,-0.7071067811865471,-0.7071067811865479,-2.4492935982947064e-16,1.0,39.18932968665389,1.0,0.0,False Negative
63.0,305.0,118.0,1,0,2023,42.09,1.859,625,15,0,670.0,8,5,4,119,17,3969.0,4.158883083359672,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,42.09,0.0,1.0,False Positive
33.0,42.0,150.0,1,0,2023,45.419841,-73.464994,15,16,1,674.0,9,5,12,350,50,1089.0,3.5263605246161616,0.7071067811865476,-0.7071067811865475,-2.4492935982947064e-16,1.0,45.419841,1.0,0.0,False Negative
37.0,220.0,9.0,1,0,2023,51.099,-0.217,80,25,2,1236.0,4,3,7,194,28,1369.0,3.6375861597263857,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,51.099,0.0,1.0,False Positive
30.0,137.0,355.0,1,0,2025,49.977285,8.231502,100,20,2,722.0,23,3,6,177,26,900.0,3.4339872044851463,-0.2588190451025215,0.965925826289068,1.2246467991473532e-16,-1.0,49.977285,0.0,1.0,False Positive
17.0,141.0,4.0,0,0,2025,41.70158,-8.82569,46,5,2,395.0,11,6,6,159,23,289.0,2.8903717578961645,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,41.70158,0.0,1.0,False Positive
88.0,16.0,198.0,1,0,2023,60.146,24.708,25,0,2,732.0,12,1,6,178,26,7744.0,4.48863636973214,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,60.146,0.0,1.0,False Positive
84.0,305.0,125.0,0,0,2025,41.70158,-8.82569,46,5,2,655.0,12,6,2,47,7,7056.0,4.442651256490317,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,41.70158,1.0,0.0,False Negative
74.0,147.0,350.0,1,0,2024,63.854,20.208,35,20,0,180.0,0,6,5,147,21,5476.0,4.31748811353631,0.0,1.0,0.4999999999999999,-0.8660254037844387,63.854,1.0,0.0,False Negative
44.0,1.0,300.0,0,0,2025,34.14,-117.87,244,5,2,250.0,19,3,10,282,41,1936.0,3.80666248977032,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001,34.14,0.0,1.0,False Positive
76.0,198.0,27.0,1,0,2023,42.019,0.7444,755,15,1,1048.0,1,1,11,325,47,5776.0,4.343805421853684,0.2588190451025207,0.9659258262890684,-0.5000000000000004,0.8660254037844384,42.019,0.0,1.0,False Positive
57.0,125.0,3.0,0,0,2025,63.854,20.208,35,10,2,180.0,19,0,6,181,27,3249.0,4.060443010546419,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,63.854,0.0,1.0,False Positive
76.0,146.0,350.0,1,0,2023,63.854,20.208,35,20,0,180.0,12,3,12,355,51,5776.0,4.343805421853684,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,63.854,0.0,1.0,False Positive
70.0,12.0,203.0,1,0,2024,52.253,-7.188,30,5,0,754.0,11,6,9,266,38,4900.0,4.262679877041316,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210294e-16,52.253,0.0,1.0,False Positive
74.0,8.0,201.0,1,0,2024,45.419841,-73.464994,15,16,1,320.0,16,6,1,28,4,5476.0,4.31748811353631,-0.8660254037844385,-0.5000000000000004,0.4999999999999999,0.8660254037844387,45.419841,0.0,1.0,False Positive
27.0,115.0,3.0,0,0,2025,49.977285,8.231502,100,10,2,544.0,19,1,9,252,37,729.0,3.332204510175204,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210294e-16,49.977285,0.0,1.0,False Positive
43.0,113.0,18.0,0,0,2025,40.164,-105.093,1626,0,2,180.0,14,0,1,13,3,1849.0,3.784189633918261,-0.4999999999999997,-0.8660254037844388,0.4999999999999999,0.8660254037844387,40.164,0.0,1.0,False Positive
90.0,13.0,194.0,1,0,2023,45.419841,-73.464994,15,16,1,335.0,18,3,12,341,49,8100.0,4.51085950651685,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,45.419841,1.0,0.0,False Negative
54.0,139.0,356.0,1,0,2022,63.854,20.208,35,10,2,231.0,16,4,5,133,19,2916.0,4.007333185232471,-0.8660254037844385,-0.5000000000000004,0.4999999999999999,-0.8660254037844387,63.854,0.0,1.0,False Positive
27.0,360.0,218.0,1,0,2023,41.445,-81.961,216,0,0,636.0,4,5,12,336,48,729.0,3.332204510175204,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,41.445,1.0,0.0,False Negative
89.0,166.0,347.0,1,0,2024,45.481376,9.118242,141,15,0,340.0,17,0,1,15,3,7921.0,4.499809670330265,-0.9659258262890684,-0.2588190451025206,0.4999999999999999,0.8660254037844387,45.481376,1.0,0.0,False Negative
77.0,13.0,189.0,1,0,2024,13.1458,77.5417,900,5,2,645.0,4,5,3,62,9,5929.0,4.356708826689592,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,13.1458,1.0,0.0,False Negative
46.0,150.0,72.0,0,0,2025,40.0091,-105.247,20,0,0,282.0,2,4,6,171,25,2116.0,3.8501476017100575,0.4999999999999999,0.8660254037844387,1.2246467991473532e-16,-1.0,40.0091,0.0,1.0,False Positive
56.0,192.0,318.0,1,0,2024,48.886,8.693,337,46,1,180.0,0,3,1,18,3,3136.0,4.04305126783455,0.0,1.0,0.4999999999999999,0.8660254037844387,48.886,0.0,1.0,False Positive
82.0,11.0,195.0,0,0,2025,39.844,32.779,1256,10,2,698.0,9,3,1,16,3,6724.0,4.418840607796598,0.7071067811865476,-0.7071067811865475,0.4999999999999999,0.8660254037844387,39.844,0.0,1.0,False Positive
72.0,163.0,351.0,1,0,2023,42.09,1.859,625,15,0,639.0,19,4,10,279,40,5184.0,4.290459441148391,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001,42.09,0.0,1.0,False Positive
4.0,166.0,101.0,0,0,2025,45.316003,18.409289,100,0,2,390.0,2,0,1,27,5,16.0,1.6094379124341005,0.4999999999999999,0.8660254037844387,0.4999999999999999,0.8660254037844387,45.316003,1.0,0.0,False Negative
25.0,335.0,248.0,1,0,2024,45.419841,-73.464994,15,16,1,233.0,15,0,4,120,18,625.0,3.258096538021482,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998,45.419841,0.0,1.0,False Positive
86.0,167.0,346.0,0,0,2025,51.53,30.763,149,10,0,440.0,19,3,1,16,3,7396.0,4.465908118654584,-0.9659258262890684,0.2588190451025203,0.4999999999999999,0.8660254037844387,51.53,1.0,0.0,False Negative
41.0,19.0,177.0,1,0,2023,42.019,0.7444,755,15,1,771.0,3,3,5,124,18,1681.0,3.737669618283368,0.7071067811865476,0.7071067811865476,0.4999999999999999,-0.8660254037844387,42.019,0.0,1.0,False Positive
7.0,89.0,141.0,0,0,2025,-34.743,148.84,565,5,1,245.0,10,6,7,187,27,49.0,2.079441541679836,0.4999999999999999,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388,34.743,1.0,0.0,False Negative
33.0,132.0,3.0,1,0,2024,48.336,17.448,134,10,1,429.0,16,0,4,99,15,1089.0,3.5263605246161616,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,48.336,1.0,0.0,False Negative
46.0,149.0,351.0,1,0,2024,53.907,27.17,281,0,2,695.0,4,5,7,195,28,2116.0,3.8501476017100575,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,53.907,0.0,1.0,False Positive
66.0,225.0,54.0,1,0,2021,39.211,-82.223,220,0,0,643.0,19,5,11,331,47,4356.0,4.204692619390966,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,39.211,1.0,0.0,False Negative
16.0,28.0,167.0,0,0,2025,42.190166,-87.786697,246,10,2,382.0,16,5,11,312,45,256.0,2.833213344056216,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,42.190166,0.0,1.0,False Positive
33.0,236.0,211.0,1,0,2022,46.5224,14.8461,520,10,2,943.0,11,5,11,316,45,1089.0,3.5263605246161616,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384,46.5224,1.0,0.0,False Negative
27.0,221.0,77.0,1,0,2022,52.062,-2.062,50,5,0,640.0,10,6,6,163,23,729.0,3.332204510175204,0.4999999999999999,-0.8660254037844387,1.2246467991473532e-16,-1.0,52.062,0.0,1.0,False Positive
8.0,113.0,16.0,0,0,2025,41.743,-111.807,1382,0,1,467.0,4,5,6,158,23,64.0,2.19722457733622,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,41.743,0.0,1.0,False Positive
89.0,211.0,31.0,1,0,2023,39.60133,-75.0515,32,22,0,379.0,19,4,7,209,30,7921.0,4.499809670330265,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388,39.60133,1.0,0.0,False Negative
58.0,20.0,184.0,0,0,2025,59.453,17.89,7,7,2,563.0,21,5,6,158,23,3364.0,4.07753744390572,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,59.453,0.0,1.0,False Positive
28.0,34.0,154.0,0,0,2024,53.1094,6.1076,6,10,0,488.0,1,5,12,356,51,784.0,3.367295829986474,0.2588190451025207,0.9659258262890684,-2.4492935982947064e-16,1.0,53.1094,1.0,0.0,False Negative
77.0,10.0,197.0,1,0,2023,42.019,0.7444,755,15,1,696.0,22,2,8,221,32,5929.0,4.356708826689592,-0.5000000000000004,0.8660254037844384,-0.8660254037844385,-0.5000000000000004,42.019,0.0,1.0,False Positive
85.0,13.0,197.0,0,0,2024,46.52,6.565,411,15,0,424.0,0,1,12,359,52,7225.0,4.454347296253507,0.0,1.0,-2.4492935982947064e-16,1.0,46.52,0.0,1.0,False Positive
42.0,147.0,98.0,0,0,2025,40.164,-105.093,1626,0,2,180.0,2,2,4,120,18,1764.0,3.7612001156935615,0.4999999999999999,0.8660254037844387,0.8660254037844387,-0.4999999999999998,40.164,0.0,1.0,False Positive
57.0,15.0,95.0,0,0,2024,40.164,-105.093,1626,0,2,264.0,13,6,11,329,47,3249.0,4.060443010546419,-0.2588190451025208,-0.9659258262890684,-0.5000000000000004,0.8660254037844384,40.164,0.0,1.0,False Positive
54.0,296.0,27.0,0,0,2025,63.854,20.208,35,10,2,180.0,14,6,8,236,34,2916.0,4.007333185232471,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,63.854,0.0,1.0,False Positive
22.0,140.0,6.0,0,0,2025,29.308892,48.018918,55,20,2,641.0,20,6,6,180,26,484.0,3.1354942159291497,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,29.308892,0.0,1.0,False Positive
10.0,216.0,317.0,1,0,2022,30.05973,-99.15139,500,1,2,527.0,5,1,2,46,7,100.0,2.3978952727983707,0.9659258262890684,0.2588190451025207,0.8660254037844386,0.5000000000000001,30.05973,0.0,1.0,False Positive
79.0,171.0,340.0,0,0,2024,-38.28,-57.854,10,20,2,442.0,10,0,10,295,43,6241.0,4.382026634673881,0.4999999999999999,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,38.28,0.0,1.0,False Positive
73.0,11.0,200.0,0,0,2025,49.626,6.159,350,5,1,705.0,13,5,7,193,28,5329.0,4.30406509320417,-0.2588190451025208,-0.9659258262890684,-0.4999999999999997,-0.8660254037844388,49.626,0.0,1.0,False Positive
51.0,151.0,351.0,0,0,2025,49.87,8.62,300,0,0,750.0,23,3,7,212,31,2601.0,3.951243718581428,-0.2588190451025215,0.965925826289068,-0.4999999999999997,-0.8660254037844388,49.87,0.0,1.0,False Positive
40.0,20.0,177.0,0,0,2025,34.71426,-86.75529,238,10,2,684.0,4,0,3,90,14,1600.0,3.713572066704308,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,34.71426,0.0,1.0,False Positive
58.0,156.0,357.0,1,0,2022,36.393,127.405,103,0,0,416.0,11,0,6,164,24,3364.0,4.07753744390572,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,36.393,1.0,0.0,False Negative
47.0,145.0,355.0,0,1,2024,50.567,22.074,12,7,2,543.0,23,6,12,336,48,2209.0,3.871201010907891,-0.2588190451025215,0.965925826289068,-2.4492935982947064e-16,1.0,50.567,0.0,1.0,False Positive
76.0,339.0,154.0,1,0,2023,13.8422302,100.8554904,50,10,2,815.0,4,1,12,346,50,5776.0,4.343805421853684,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,13.8422302,0.0,1.0,False Positive
53.0,16.0,183.0,1,0,2024,38.054,-121.361,10,6,2,677.0,4,2,11,318,46,2809.0,3.9889840465642745,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,38.054,1.0,0.0,False Negative
79.0,12.0,199.0,1,0,2024,47.51747,19.53215,175,10,2,482.0,6,3,8,242,35,6241.0,4.382026634673881,1.0,6.123233995736766e-17,-0.8660254037844385,-0.5000000000000004,47.51747,1.0,0.0,False Negative
33.0,207.0,55.0,1,0,2024,32.95,-96.84,196,20,2,619.0,1,0,9,253,37,1089.0,3.5263605246161616,0.2588190451025207,0.9659258262890684,-1.0,-1.8369701987210294e-16,32.95,1.0,0.0,False Negative
37.0,172.0,76.0,1,0,2023,-34.60722,-58.3909,45,15,2,282.0,4,3,1,12,2,1369.0,3.6375861597263857,0.8660254037844386,0.5000000000000001,0.4999999999999999,0.8660254037844387,34.60722,0.0,1.0,False Positive
69.0,358.0,208.0,1,0,2022,48.886,8.693,337,3,0,1800.0,15,5,4,106,15,4761.0,4.248495242049359,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998,48.886,0.0,1.0,False Positive
31.0,286.0,139.0,0,0,2025,53.00346,19.05232,96,20,0,668.0,17,1,7,210,31,961.0,3.4657359027997265,-0.9659258262890684,-0.2588190451025206,-0.4999999999999997,-0.8660254037844388,53.00346,1.0,0.0,False Negative
21.0,353.0,264.0,1,0,2024,45.65,8.88,250,10,0,599.0,4,4,5,145,21,441.0,3.091042453358316,0.8660254037844386,0.5000000000000001,0.4999999999999999,-0.8660254037844387,45.65,1.0,0.0,False Negative
89.0,165.0,347.0,0,1,2025,48.807,2.229,120,5,2,636.0,13,3,4,114,17,7921.0,4.499809670330265,-0.2588190451025208,-0.9659258262890684,0.8660254037844387,-0.4999999999999998,48.807,0.0,1.0,False Positive
90.0,19.0,199.0,1,0,2024,63.854,20.208,35,10,2,180.0,13,3,1,4,1,8100.0,4.51085950651685,-0.2588190451025208,-0.9659258262890684,0.4999999999999999,0.8660254037844387,63.854,0.0,1.0,False Positive
88.0,166.0,347.0,0,0,2025,49.249358,16.616025,380,10,2,455.0,21,6,5,145,21,7744.0,4.48863636973214,-0.7071067811865477,0.7071067811865474,0.4999999999999999,-0.8660254037844387,49.249358,0.0,1.0,False Positive
83.0,162.0,347.0,1,0,2024,51.4962,11.9706,110,10,2,765.0,21,3,8,235,34,6889.0,4.430816798843313,-0.7071067811865477,0.7071067811865474,-0.8660254037844385,-0.5000000000000004,51.4962,0.0,1.0,False Positive
85.0,14.0,191.0,0,0,2025,-37.83130912,145.30713095,122,25,0,704.0,12,6,5,124,18,7225.0,4.454347296253507,1.2246467991473532e-16,-1.0,0.4999999999999999,-0.8660254037844387,37.83130912,1.0,0.0,False Negative
60.0,16.0,186.0,0,0,2025,50.217,8.641,200,10,2,703.0,22,6,3,82,12,3600.0,4.110873864173311,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,50.217,0.0,1.0,False Positive
